TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,HourOfDay,day_of_week,day_name,month,month_name,quarter,is_weekend,is_night,is_biz_hours,HoursSincePrev,days_since_last_txn,TransactionType_code,Channel_code,Occupation_code,amount_to_balance_ratio,balance_after_transaction,high_login_attempts,very_high_login_attempts,extreme_login_attempts,long_duration,very_long_duration,high_amount,very_high_amount,extreme_amount,low_balance,very_low_balance,negative_balance_after,age_category,prediction,anomaly_score,is_fraud,risk_index,fraud_confidence,risk_level
TX000011,AC00150,17.78,14-03-2023 16:46,Credit,Albuquerque,D000205,213.15.9.253,M073,Online,52,Engineer,59,1,7599.52,04-11-2024 08:06,16,1,Tuesday,3,March,1,0,0,1,14415.34306,-601,1,1,1,0.002339314,7581.74,0,0,0,0,0,0,0,0,0,0,0,Senior (41-60),1,-0.431418325,Normal,0.116634278,0.431418325,Medium
TX000012,AC00459,190.02,06-02-2023 17:30,Debit,Memphis,D000589,116.175.11.222,M030,Online,21,Student,173,1,1528.81,04-11-2024 08:07,17,0,Monday,2,February,1,0,0,1,15278.62,-637,0,1,3,0.124211503,1338.79,0,0,0,1,0,0,0,0,0,0,0,Young (18-25),1,-0.462136726,Normal,0.205631483,0.462136726,Medium
TX000013,AC00392,494.52,07-06-2023 17:21,Credit,Mesa,D000032,210.98.198.143,M057,Branch,24,Student,111,1,1620.02,04-11-2024 08:08,17,2,Wednesday,6,June,2,0,0,1,12374.78611,-516,1,2,3,0.30506718,1125.5,0,0,0,0,0,1,0,0,0,0,0,Young (18-25),1,-0.477473912,Normal,0.250066306,0.477473912,Medium
TX000014,AC00264,781.76,20-11-2023 16:39,Debit,Memphis,D000054,193.83.0.183,M025,ATM,26,Student,123,1,189.69,04-11-2024 08:07,16,0,Monday,11,November,4,0,0,1,8391.464167,-350,0,0,3,4.099638156,-592.07,0,0,0,0,0,1,1,0,1,1,1,Middle (26-40),-1,-0.610981785,FRAUD,0.636864689,0.610981785,Critical
TX000015,AC00085,166.99,13-02-2023 16:53,Debit,Louisville,D000309,188.124.181.12,M017,Online,18,Student,134,1,299.93,04-11-2024 08:10,16,0,Monday,2,February,1,0,0,1,15111.27,-630,0,1,3,0.554913103,132.94,0,0,0,0,0,0,0,0,1,1,0,Young (18-25),1,-0.505611382,Normal,0.331586053,0.505611382,High
TX000016,AC00270,465.45,12-12-2023 16:23,Debit,Denver,D000466,221.169.49.152,M025,ATM,36,Engineer,129,1,3465.54,04-11-2024 08:12,16,1,Tuesday,12,December,4,0,0,1,7863.813333,-328,0,0,1,0.134269329,3000.09,0,0,0,0,0,1,0,0,0,0,0,Middle (26-40),1,-0.452234396,Normal,0.1769425,0.452234396,Medium
TX000017,AC00317,555.8,30-10-2023 16:52,Credit,Austin,D000671,53.218.177.171,M048,Branch,19,Student,158,1,1131.26,04-11-2024 08:07,16,0,Monday,10,October,4,0,0,1,8895.246111,-371,1,2,3,0.490876654,575.46,0,0,0,1,0,1,0,0,1,0,0,Young (18-25),1,-0.526302035,Normal,0.391530916,0.526302035,High
TX000018,AC00359,492.93,14-12-2023 18:32,Debit,Columbus,D000432,114.223.129.47,M059,Online,39,Engineer,234,1,5109.97,04-11-2024 08:11,18,3,Thursday,12,December,4,0,0,0,7813.660278,-326,0,1,1,0.096445489,4617.04,0,0,0,1,1,1,0,0,0,0,0,Middle (26-40),1,-0.545498137,Normal,0.447145773,0.545498137,High
TX000019,AC00242,18.68,21-02-2023 16:56,Credit,Albuquerque,D000530,93.218.115.132,M054,Branch,59,Retired,106,1,7948.37,04-11-2024 08:12,16,1,Tuesday,2,February,1,0,0,1,14919.25306,-622,1,2,2,0.002349872,7929.69,0,0,0,0,0,0,0,0,0,0,0,Senior (41-60),1,-0.446143002,Normal,0.159294541,0.446143002,Medium
TX000020,AC00285,71.48,08-06-2023 18:18,Credit,Columbus,D000039,120.170.93.69,M039,Online,18,Student,169,1,6568.59,04-11-2024 08:09,18,3,Thursday,6,June,2,0,0,0,12349.84167,-515,1,1,3,0.010880435,6497.11,0,0,0,1,0,0,0,0,0,0,0,Young (18-25),1,-0.512323074,Normal,0.351031135,0.512323074,High
TX000021,AC00002,59.32,28-02-2023 16:36,Debit,Los Angeles,D000152,116.44.12.250,M040,Branch,71,Retired,38,1,5750.89,04-11-2024 08:09,16,1,Tuesday,2,February,1,0,0,1,14751.54056,-615,0,2,2,0.010313132,5691.57,0,0,0,0,0,0,0,0,0,0,0,Elderly (60+),1,-0.423212917,Normal,0.092861608,0.423212917,Medium
TX000022,AC00014,85.77,11-08-2023 18:31,Debit,Las Vegas,D000268,59.132.247.252,M065,Branch,38,Doctor,93,1,9146.19,04-11-2024 08:08,18,4,Friday,8,August,3,0,0,0,10813.61167,-451,0,2,0,0.00937665,9060.42,0,0,0,0,0,0,0,0,0,0,0,Middle (26-40),1,-0.46976933,Normal,0.227744627,0.46976933,Medium
TX000023,AC00095,52.2,06-06-2023 18:54,Debit,Atlanta,D000142,133.63.96.21,M022,Online,39,Engineer,120,1,8974.93,04-11-2024 08:07,18,1,Tuesday,6,June,2,0,0,0,12397.21278,-517,0,1,1,0.005815553,8922.73,0,0,0,0,0,0,0,0,0,0,0,Middle (26-40),1,-0.445816843,Normal,0.158349595,0.445816843,Medium
TX000024,AC00453,345.84,02-05-2023 18:25,Debit,Fort Worth,D000162,191.82.103.198,M083,Online,22,Student,142,3,1402.5,04-11-2024 08:07,18,1,Tuesday,5,May,2,0,0,0,13237.68833,-552,0,1,3,0.24641254,1056.66,1,1,0,0,0,0,0,0,1,0,0,Young (18-25),1,-0.590452764,Normal,0.577388108,0.590452764,High
TX000025,AC00241,145.54,02-03-2023 16:43,Debit,Raleigh,D000036,119.186.154.104,M028,Online,21,Student,96,1,1930.96,04-11-2024 08:07,16,3,Thursday,3,March,1,0,0,1,14703.38694,-613,0,1,3,0.075332823,1785.42,0,0,0,0,0,0,0,0,0,0,0,Young (18-25),1,-0.429569488,Normal,0.111277834,0.429569488,Medium
TX000026,AC00041,7.49,20-10-2023 17:53,Credit,Houston,D000671,81.248.235.147,M043,Online,65,Retired,276,1,3634.67,04-11-2024 08:09,17,4,Friday,10,October,4,0,0,1,9134.275278,-381,1,1,2,0.002060143,3627.18,0,0,0,1,1,0,0,0,0,0,0,Elderly (60+),1,-0.510392002,Normal,0.345436442,0.510392002,High
TX000027,AC00441,246.93,17-04-2023 16:37,Debit,Miami,D000046,55.154.161.250,M029,ATM,23,Student,158,5,673.35,04-11-2024 08:11,16,0,Monday,4,April,2,0,0,1,13599.57694,-567,0,0,3,0.366174835,426.42,1,1,1,1,0,0,0,0,1,1,0,Young (18-25),-1,-0.644436577,FRAUD,0.733789756,0.644436577,Critical
TX000028,AC00057,40.32,29-03-2023 16:42,Debit,Milwaukee,D000310,21.28.32.1,M008,Branch,37,Engineer,95,1,2686.52,04-11-2024 08:11,16,2,Wednesday,3,March,1,0,0,1,14055.48917,-586,0,2,1,0.015002679,2646.2,0,0,0,0,0,0,0,0,0,0,0,Middle (26-40),1,-0.412618821,Normal,0.06216844,0.412618821,Medium
TX000029,AC00390,127.45,24-01-2023 16:18,Debit,Las Vegas,D000232,152.234.65.155,M092,Online,44,Doctor,197,1,1772.06,04-11-2024 08:11,16,1,Tuesday,1,January,1,0,0,1,15591.88056,-650,0,1,0,0.07188138,1644.61,0,0,0,1,0,0,0,0,0,0,0,Senior (41-60),1,-0.452332869,Normal,0.177227796,0.452332869,Medium
TX000030,AC00313,56.17,20-09-2023 16:55,Debit,Detroit,D000297,33.28.138.82,M043,Branch,27,Student,283,1,1351.69,04-11-2024 08:08,16,2,Wednesday,9,September,3,0,0,1,9855.213333,-411,0,2,3,0.041524666,1295.52,0,0,0,1,1,0,0,0,1,0,0,Middle (26-40),1,-0.497818296,Normal,0.30900796,0.497818296,Medium
TX000031,AC00367,28.31,17-07-2023 17:49,Credit,Miami,D000587,35.67.21.23,M091,Online,59,Doctor,20,1,8334.47,04-11-2024 08:09,17,0,Monday,7,July,3,0,0,1,11414.33194,-476,1,1,0,0.003396329,8306.16,0,0,0,0,0,0,0,0,0,0,0,Senior (41-60),1,-0.441488602,Normal,0.145809835,0.441488602,Medium
TX000032,AC00291,59.12,06-02-2023 16:24,Debit,Baltimore,D000282,187.199.178.27,M053,ATM,29,Doctor,257,1,9823.64,04-11-2024 08:06,16,0,Monday,2,February,1,0,0,1,15279.70944,-637,0,0,0,0.006017523,9764.52,0,0,0,1,1,0,0,0,0,0,0,Middle (26-40),1,-0.49664198,Normal,0.305599942,0.49664198,Medium
TX000033,AC00060,396.45,25-09-2023 16:26,Debit,New York,D000621,133.67.250.163,M007,ATM,49,Engineer,168,3,9690.15,04-11-2024 08:11,16,0,Monday,9,September,3,0,0,1,9735.753611,-406,0,0,1,0.040908458,9293.7,1,1,0,1,0,0,0,0,0,0,0,Senior (41-60),1,-0.542187159,Normal,0.437553222,0.542187159,High
TX000034,AC00359,877.81,13-03-2023 17:23,Debit,Los Angeles,D000111,134.140.85.231,M094,Online,22,Student,150,1,399,04-11-2024 08:07,17,0,Monday,3,March,1,0,0,1,14438.74056,-602,0,1,3,2.194525,-478.81,0,0,0,0,0,1,1,0,1,1,1,Young (18-25),1,-0.601243804,Normal,0.608651858,0.601243804,Critical
TX000035,AC00365,255.26,27-10-2023 16:42,Credit,San Francisco,D000357,92.214.76.157,M002,Branch,45,Doctor,50,1,14815.87,04-11-2024 08:10,16,4,Friday,10,October,4,0,0,1,8967.467222,-374,1,2,0,0.01722766,14560.61,0,0,0,0,0,0,0,0,0,0,0,Senior (41-60),1,-0.481462001,Normal,0.261620581,0.481462001,Medium
TX000036,AC00267,124.76,16-10-2023 16:32,Debit,Seattle,D000042,59.145.242.13,M002,Branch,49,Engineer,45,1,5764.72,04-11-2024 08:06,16,0,Monday,10,October,4,0,0,1,9231.5575,-385,0,2,1,0.021638234,5639.96,0,0,0,0,0,0,0,0,0,0,0,Senior (41-60),1,-0.40793493,Normal,0.048598295,0.40793493,Medium
TX000037,AC00404,78.13,21-11-2023 16:58,Debit,Milwaukee,D000250,33.28.138.82,M028,Branch,26,Student,145,1,900.61,04-11-2024 08:12,16,1,Tuesday,11,November,4,0,0,1,8367.226111,-349,0,2,3,0.086656093,822.48,0,0,0,0,0,0,0,0,1,0,0,Middle (26-40),1,-0.447236511,Normal,0.162462652,0.447236511,Medium
TX000038,AC00202,649.28,02-03-2023 17:53,Debit,San Jose,D000448,73.108.76.238,M074,ATM,75,Retired,137,1,4875.86,04-11-2024 08:11,17,3,Thursday,3,March,1,0,0,1,14702.29528,-613,0,0,2,0.133134845,4226.58,0,0,0,0,0,1,0,0,0,0,0,Elderly (60+),1,-0.473111856,Normal,0.237428579,0.473111856,Medium
TX000039,AC00478,795.31,12-10-2023 17:07,Debit,Mesa,D000077,49.29.37.185,M048,ATM,66,Doctor,90,2,7914.88,04-11-2024 08:11,17,3,Thursday,10,October,4,0,0,1,9327.060278,-389,0,0,0,0.100470194,7119.57,1,0,0,0,0,1,1,0,0,0,0,Elderly (60+),1,-0.563132539,Normal,0.498236079,0.563132539,High
TX000040,AC00405,335.63,24-01-2023 17:17,Debit,Oklahoma City,D000038,49.20.211.229,M040,Online,55,Retired,216,1,1019.39,04-11-2024 08:07,17,1,Tuesday,1,January,1,0,0,1,15590.83667,-650,0,1,2,0.328923255,683.76,0,0,0,1,1,0,0,0,1,0,0,Senior (41-60),1,-0.514665624,Normal,0.357817961,0.514665624,High
TX000041,AC00421,328.47,31-07-2023 18:39,Debit,San Antonio,D000557,6.234.101.35,M014,ATM,63,Retired,119,1,4323.66,04-11-2024 08:07,18,0,Monday,7,July,3,0,0,0,11077.46139,-462,0,0,2,0.075952792,3995.19,0,0,0,0,0,0,0,0,0,0,0,Elderly (60+),1,-0.451208053,Normal,0.173968985,0.451208053,Medium
TX000042,AC00480,34.02,09-01-2023 16:13,Debit,Philadelphia,D000627,109.105.179.186,M046,Online,38,Doctor,19,1,14214.48,04-11-2024 08:11,16,0,Monday,1,January,1,0,0,1,15951.97333,-665,0,1,0,0.002393166,14180.46,0,0,0,0,0,0,0,0,0,0,0,Middle (26-40),1,-0.457529944,Normal,0.192284735,0.457529944,Medium
TX000043,AC00120,241.42,20-04-2023 18:57,Credit,Charlotte,D000198,60.89.202.192,M044,Online,57,Doctor,116,1,13357.02,04-11-2024 08:09,18,3,Thursday,4,April,2,0,0,0,13525.18889,-564,1,1,0,0.018073038,13115.6,0,0,0,0,0,0,0,0,0,0,0,Senior (41-60),1,-0.504603996,Normal,0.328667459,0.504603996,High
TX000044,AC00117,55.32,12-04-2023 16:03,Debit,Tucson,D000197,173.135.78.201,M009,ATM,19,Student,117,1,241.79,04-11-2024 08:08,16,2,Wednesday,4,April,2,0,0,1,13720.07389,-572,0,0,3,0.227851229,186.47,0,0,0,0,0,0,0,0,1,1,0,Young (18-25),1,-0.490920098,Normal,0.289022535,0.490920098,Medium
TX000045,AC00011,304.31,26-07-2023 16:52,Debit,Louisville,D000685,77.208.193.198,M005,Branch,27,Student,33,1,868.61,04-11-2024 08:09,16,2,Wednesday,7,July,3,0,0,1,11199.29028,-467,0,2,3,0.349938478,564.3,0,0,0,0,0,0,0,0,1,0,0,Middle (26-40),1,-0.442964886,Normal,0.150086919,0.442964886,Medium
TX000046,AC00401,435.27,04-10-2023 17:49,Debit,Chicago,D000297,197.162.55.147,M051,Branch,74,Retired,90,1,4673.28,04-11-2024 08:11,17,2,Wednesday,10,October,4,0,0,1,9518.361944,-397,0,2,2,0.093120224,4238.01,0,0,0,0,0,1,0,0,0,0,0,Elderly (60+),1,-0.456169188,Normal,0.188342362,0.456169188,Medium
TX000047,AC00282,164.49,13-12-2023 16:01,Debit,Baltimore,D000103,113.115.81.178,M070,Branch,26,Student,75,1,1509.27,04-11-2024 08:10,16,2,Wednesday,12,December,4,0,0,1,7840.148611,-327,0,2,3,0.1089143,1344.78,0,0,0,0,0,0,0,0,0,0,0,Middle (26-40),1,-0.431328801,Normal,0.116374907,0.431328801,Medium
TX000048,AC00439,510.24,09-10-2023 16:29,Debit,Oklahoma City,D000397,186.135.2.148,M090,Online,19,Student,105,1,781.7,04-11-2024 08:11,16,0,Monday,10,October,4,0,0,1,9399.698611,-392,0,1,3,0.651897279,271.46,0,0,0,0,0,1,0,0,1,0,0,Young (18-25),1,-0.475288795,Normal,0.243735597,0.475288795,Medium
TX000049,AC00296,626.9,27-11-2023 16:45,Debit,Denver,D000284,93.146.251.20,M023,Online,26,Student,138,1,265.51,04-11-2024 08:07,16,0,Monday,11,November,4,0,0,1,8223.3575,-343,0,1,3,2.352256951,-361.39,0,0,0,0,0,1,0,0,1,1,1,Middle (26-40),1,-0.576793755,Normal,0.53781529,0.576793755,High
TX000050,AC00471,22.01,27-03-2023 16:45,Credit,Sacramento,D000304,124.6.134.78,M055,Online,41,Engineer,175,1,1335.09,04-11-2024 08:06,16,0,Monday,3,March,1,0,0,1,14103.35361,-588,1,1,1,0.016473441,1313.08,0,0,0,1,0,0,0,0,1,0,0,Senior (41-60),1,-0.481807971,Normal,0.262622922,0.481807971,Medium
TX000051,AC00159,425.34,13-02-2023 16:59,Credit,Kansas City,D000661,139.23.212.102,M040,Online,69,Retired,121,1,3907.54,04-11-2024 08:07,16,0,Monday,2,February,1,0,0,1,15111.12444,-630,1,1,2,0.108823243,3482.2,0,0,0,0,0,1,0,0,0,0,0,Elderly (60+),1,-0.467767891,Normal,0.221946069,0.467767891,Medium
TX000052,AC00482,424.56,21-02-2023 17:45,Debit,Omaha,D000598,179.43.245.131,M015,Online,51,Engineer,264,1,5183.85,04-11-2024 08:09,17,1,Tuesday,2,February,1,0,0,1,14918.38528,-622,0,1,1,0.081884722,4759.29,0,0,0,1,1,1,0,0,0,0,0,Senior (41-60),1,-0.509596457,Normal,0.343131592,0.509596457,High
TX000053,AC00115,85.43,07-06-2023 16:45,Debit,Virginia Beach,D000235,194.174.252.1,M078,Branch,67,Doctor,145,1,14904.9,04-11-2024 08:06,16,2,Wednesday,6,June,2,0,0,1,12375.35306,-516,0,2,0,0.005731288,14819.47,0,0,0,0,0,0,0,0,0,0,0,Elderly (60+),1,-0.439739487,Normal,0.140742309,0.439739487,Medium
TX000054,AC00055,169.5,07-09-2023 16:51,Debit,San Diego,D000442,42.219.228.159,M036,Branch,28,Student,142,1,918.88,04-11-2024 08:08,16,3,Thursday,9,September,3,0,0,1,10167.29194,-424,0,2,3,0.184263165,749.38,0,0,0,0,0,0,0,0,1,0,0,Middle (26-40),1,-0.435672869,Normal,0.128960522,0.435672869,Medium
TX000055,AC00419,104.63,29-03-2023 17:47,Debit,Omaha,D000642,186.135.2.148,M095,ATM,62,Retired,90,1,4477.78,04-11-2024 08:10,17,2,Wednesday,3,March,1,0,0,1,14054.39056,-586,0,0,2,0.023361272,4373.15,0,0,0,0,0,0,0,0,0,0,0,Elderly (60+),1,-0.413811922,Normal,0.065625089,0.413811922,Medium
TX000056,AC00374,316.95,04-08-2023 17:53,Debit,Mesa,D000013,81.102.230.41,M052,Branch,25,Student,83,1,1324.03,04-11-2024 08:09,17,4,Friday,8,August,3,0,0,1,10982.25972,-458,0,2,3,0.239202131,1007.08,0,0,0,0,0,0,0,0,1,0,0,Young (18-25),1,-0.446481193,Normal,0.160274347,0.446481193,Medium
TX000057,AC00271,60.54,14-12-2023 17:52,Credit,Columbus,D000462,1.198.76.182,M095,Branch,57,Retired,52,1,3534.93,04-11-2024 08:09,17,3,Thursday,12,December,4,0,0,1,7814.288889,-326,1,2,2,0.01712138,3474.39,0,0,0,0,0,0,0,0,0,0,0,Senior (41-60),1,-0.452132141,Normal,0.176646248,0.452132141,Medium
TX000058,AC00456,292.56,03-03-2023 17:37,Credit,Dallas,D000311,198.73.211.114,M075,Branch,68,Retired,61,1,4638.37,04-11-2024 08:07,17,4,Friday,3,March,1,0,0,1,14678.50222,-612,1,2,2,0.063060286,4345.81,0,0,0,0,0,0,0,0,0,0,0,Elderly (60+),1,-0.457555159,Normal,0.19235779,0.457555159,Medium
TX000059,AC00143,386.52,09-06-2023 16:18,Debit,Indianapolis,D000145,186.54.68.246,M064,Branch,48,Engineer,28,1,5630.61,04-11-2024 08:07,16,4,Friday,6,June,2,0,0,1,12327.815,-514,0,2,1,0.068634014,5244.09,0,0,0,0,0,0,0,0,0,0,0,Senior (41-60),1,-0.420651384,Normal,0.085440346,0.420651384,Medium
TX000060,AC00427,112.07,02-10-2023 16:35,Debit,Kansas City,D000089,198.166.198.233,M064,Branch,23,Student,51,1,930.3,04-11-2024 08:11,16,0,Monday,10,October,4,0,0,1,9567.604167,-399,0,2,3,0.120337163,818.23,0,0,0,0,0,0,0,0,1,0,0,Young (18-25),1,-0.44207208,Normal,0.147500284,0.44207208,Medium
TX000061,AC00438,568.52,06-10-2023 18:44,Debit,Indianapolis,D000233,27.143.109.203,M094,ATM,46,Engineer,152,1,5499.91,04-11-2024 08:06,18,4,Friday,10,October,4,0,0,0,9469.363333,-395,0,0,1,0.103350173,4931.39,0,0,0,1,0,1,0,0,0,0,0,Senior (41-60),1,-0.519611918,Normal,0.37214834,0.519611918,High
TX000062,AC00002,263.99,16-05-2023 16:07,Debit,Dallas,D000285,7.146.35.122,M087,Branch,79,Retired,227,2,4175.02,04-11-2024 08:11,16,1,Tuesday,5,May,2,0,0,1,12904.05917,-538,0,2,2,0.063215693,3911.03,1,0,0,1,1,0,0,0,0,0,0,Elderly (60+),1,-0.546194097,Normal,0.449162105,0.546194097,High
TX000063,AC00425,349.64,07-11-2023 16:48,Debit,Las Vegas,D000516,9.230.41.239,M097,Online,48,Engineer,226,1,6651.62,04-11-2024 08:08,16,1,Tuesday,11,November,4,0,0,1,8703.329444,-363,0,1,1,0.052556737,6301.98,0,0,0,1,1,0,0,0,0,0,0,Senior (41-60),1,-0.461790768,Normal,0.204629177,0.461790768,Medium
TX000064,AC00325,601.4,30-05-2023 17:43,Credit,Philadelphia,D000548,125.225.212.244,M001,Branch,56,Engineer,104,1,8458.29,04-11-2024 08:08,17,1,Tuesday,5,May,2,0,0,1,12566.41,-524,1,2,1,0.071093437,7856.89,0,0,0,0,0,1,0,0,0,0,0,Senior (41-60),1,-0.462688126,Normal,0.207228998,0.462688126,Medium
TX000065,AC00434,5.77,02-11-2023 16:01,Debit,Charlotte,D000461,155.164.18.235,M071,Online,50,Doctor,124,1,13988.12,04-11-2024 08:11,16,3,Thursday,11,November,4,0,0,1,8824.164444,-368,0,1,0,0.000412463,13982.35,0,0,0,0,0,0,0,0,0,0,0,Senior (41-60),1,-0.441859471,Normal,0.146884315,0.441859471,Medium
TX000066,AC00242,201.33,29-03-2023 17:00,Credit,Nashville,D000098,145.246.171.225,M003,Branch,42,Engineer,186,1,2585.07,04-11-2024 08:11,17,2,Wednesday,3,March,1,0,0,1,14055.18611,-586,1,2,1,0.077851721,2383.74,0,0,0,1,0,0,0,0,0,0,0,Senior (41-60),1,-0.458740127,Normal,0.195790872,0.458740127,Medium
TX000067,AC00319,298.42,25-04-2023 16:11,Debit,Indianapolis,D000435,92.214.76.157,M005,Branch,56,Retired,225,1,3014.75,04-11-2024 08:10,16,1,Tuesday,4,April,2,0,0,1,13407.98,-559,0,2,2,0.098953826,2716.33,0,0,0,1,1,0,0,0,0,0,0,Senior (41-60),1,-0.467941633,Normal,0.222449434,0.467941633,Medium
TX000068,AC00460,521.06,18-04-2023 18:40,Debit,Albuquerque,D000305,131.41.45.13,M063,Branch,25,Student,128,1,1951.42,04-11-2024 08:12,18,1,Tuesday,4,April,2,0,0,0,13573.52306,-566,0,2,3,0.266879053,1430.36,0,0,0,0,0,1,0,0,0,0,0,Young (18-25),1,-0.492287286,Normal,0.292983545,0.492287286,Medium
TX000069,AC00461,117.28,09-02-2023 16:34,Credit,Austin,D000128,46.150.175.171,M057,Online,60,Engineer,16,1,3665.77,04-11-2024 08:07,16,3,Thursday,2,February,1,0,0,1,15207.53833,-634,1,1,1,0.031984553,3548.49,0,0,0,0,0,0,0,0,0,0,0,Senior (41-60),1,-0.446474693,Normal,0.160255515,0.446474693,Medium
TX000070,AC00395,189.12,13-11-2023 16:42,Credit,Indianapolis,D000684,125.89.163.224,M040,Branch,32,Engineer,103,1,977.01,04-11-2024 08:08,16,0,Monday,11,November,4,0,0,1,8559.437222,-357,1,2,1,0.193372256,787.89,0,0,0,0,0,0,0,0,1,0,0,Middle (26-40),1,-0.470246029,Normal,0.229125719,0.470246029,Medium
TX000071,AC00217,133.55,18-07-2023 16:12,Debit,Atlanta,D000201,40.226.196.34,M091,ATM,44,Engineer,220,1,3846.28,04-11-2024 08:10,16,1,Tuesday,7,July,3,0,0,1,11391.97167,-475,0,0,1,0.034712836,3712.73,0,0,0,1,1,0,0,0,0,0,0,Senior (41-60),1,-0.453148524,Normal,0.179590907,0.453148524,Medium
TX000072,AC00053,143.21,13-01-2023 17:00,Debit,Dallas,D000410,65.164.3.100,M066,Online,35,Engineer,135,1,6374.82,04-11-2024 08:09,17,4,Friday,1,January,1,0,0,1,15855.15278,-661,0,1,1,0.022461425,6231.61,0,0,0,0,0,0,0,0,0,0,0,Middle (26-40),1,-0.441075861,Normal,0.144614046,0.441075861,Medium
